SSN,payment_history,credit_utilization,len_credit_history,mix_credit,new_credit,credit_score
395227377,0.55,0.22,0.79,0.98,0.32,417
35863311,0.75,0.07,0.59,0.37,0.77,396
579231446,0.21,0.14,0.98,0.98,0.56,325
531961676,0.55,0.06,0.25,0.37,0.51,387
14055347,0.04,0.09,0.49,0.69,0.24,307
366075967,0.75,0.04,0.75,0.37,0.56,606
93813089,0.75,0.21,0.25,0.37,0.21,401
838818211,0.75,0.01,0.25,0.37,0.68,475
886294773,0.55,0.05,0.62,0.12,0.36,583
714601679,0.55,0.07,0.02,0.37,0.09,775
603778096,0.95,0.21,0.82,0.37,0.96,310
72226883,0.72,0.12,0.82,0.37,0.69,392
852007702,0.82,0.18,0.25,0.37,0.04,623
266787701,0.55,0.2,0.82,0.67,0.18,490
155505934,0.55,0.22,0.82,0.14,0.25,362
760634825,0.71,0.26,0.75,0.37,0.18,415
599625551,0.82,0.26,0.82,0.37,0.33,403
965377182,0.55,0.17,0.6,0.19,0.28,382
786654606,0.67,0.21,0.57,0.37,0.56,300
593305166,0.75,0.06,0.39,0.37,0.69,411
859015412,0.92,0.04,0.39,0.96,0.65,619
16256525,0.69,0.23,0.76,0.37,0.58,309
367917599,0.73,0.13,0.81,0.37,0.25,647
830346989,0.76,0.12,0.77,0.84,0.59,490
401985463,0.75,0.21,0.45,0.77,0.35,415
875615881,0.55,0.14,0.64,0.37,0.36,417
86286447,0.75,0.08,0.96,0.37,0.39,704
166163532,0.75,0.2,0.23,0.37,0.1,477
386522994,0.55,0.12,0.06,0.37,0.08,542
453133467,0.55,0.24,0.98,0.99,0.16,498
501734917,0.55,0.07,0.22,0.37,0.39,438
974494172,0.82,0.08,0.06,0.93,0.32,695
89699879,0.55,0.19,0.82,0.9,0.46,394
914919584,0.99,0.14,0.98,0.37,0.98,379
247339334,0.9,0.26,0.22,0.37,0.3,356
83580011,0.33,0.01,0.42,0.88,0.53,476
740893898,0.55,0.14,0.16,0.76,0.34,385
73713205,0.27,0.09,0.83,0.37,0.33,427
120330499,0.22,0.15,0.82,0.37,0.14,402
75216474,0.53,0.13,0.64,0.98,0.51,422
700976847,0.55,0.16,0.48,0.02,0.25,365
94554055,0.69,0.15,0.25,0.37,0.12,554
756948133,0.95,0.17,0.25,0.37,0.56,380
879125769,0.96,0.08,0.82,0.88,0.69,588
474969261,0.75,0.12,0.73,0.37,0.27,649
551087375,0.75,0.21,0.78,0.79,0.86,308
371866193,0.65,0.19,0.82,0.37,0.5,362
644385228,0.27,0.11,0.36,0.37,0.03,515
532773319,0.68,0.01,0.82,0.37,0.62,612
26867897,0.75,0.22,0.82,0.37,0.58,341
208949798,0.96,0.25,0.25,0.37,0.5,328
201958734,0.32,0.17,0.98,0.37,0.18,429
306739957,0.92,0.06,0.73,0.84,0.51,747
268587305,0.6,0.11,0.1,0.37,0.27,437
64737388,0.71,0.13,0.71,0.37,0.26,603
41617168,0.6,0.07,0.25,0.75,0.52,442
352256841,0.75,0.07,0.46,0.77,0.74,430
286468455,0.55,0.11,0.82,0.76,0.4,536
250195402,0.55,0.21,0.99,0.93,0.15,556
428097772,0.22,0.14,0.25,0.85,0.06,416
18981321,0.75,0.17,0.73,0.37,0.64,356
206082242,0.75,0.22,0.57,0.37,0.45,347
730743806,0.75,0.16,0.16,0.37,0.42,359
63304414,0.67,0.18,0.82,0.75,0.07,709
447951669,0.75,0.22,0.96,0.37,0.11,576
251982114,0.56,0.08,0.06,0.72,0.28,533
77211909,0.89,0.17,0.22,0.37,0.66,326
216197935,0.9,0.16,0.78,0.93,0.5,536
1599533,0.55,0.19,0.58,0.56,0.1,501
669644238,0.99,0.22,0.62,0.37,0.38,458
796748079,0.58,0.12,0.83,0.69,0.53,446
620469872,0.55,0.07,0.22,0.7,0.38,501
848477968,0.55,0.11,0.18,0.37,0.26,435
565154679,0.07,0.04,0,0.71,0.08,478
957357059,0.75,0.1,0.21,0.99,0.37,587
375622721,0.55,0.19,0.81,0.37,0.36,377
528959407,0.92,0.45,0.53,0.87,0.08,342
866590087,0.64,0.07,0.99,0.37,0.47,602
50372457,0.55,0.25,0.07,0.28,0.01,304
713750381,0.75,0.14,0.13,0.37,0.08,638
424971343,0.75,0.1,0.35,0.87,0.66,419
977513541,0.75,0.18,0.46,0.85,0.78,316
840334674,0.63,0.14,0.66,0.85,0.37,512
334829591,0.55,0.23,0.72,0.95,0.42,356
998121689,0.89,0.22,0.25,0.37,0.09,515
848779531,0.55,0.21,0.25,0.55,0.19,348
649661944,0.59,0.18,0.5,0.37,0.35,358
894478904,0.92,0.48,0.82,0.93,0.27,315
431219212,0.68,0.24,0.82,0.37,0.56,311
979538612,0.96,0.04,0.41,0.37,0.56,639
815546336,0.75,0.26,0.82,0.37,0.12,469
114958675,0.74,0.02,0.82,0.37,0.73,530
807587643,0.63,0.16,0.72,0.37,0.15,580
129613,0.91,0.16,0.42,0.37,0.72,349
342179733,0.67,0.18,0.16,0.97,0.3,423
369878158,0.93,0.01,0.03,0.37,0.68,517
31868497,0.75,0.15,0.14,0.37,0.2,493
15512407,0.88,0.19,0.25,0.37,0.28,450
494142998,0.55,0.19,0.68,0.17,0.01,537
91918815,0.75,0.26,0.83,0.37,0.23,420
318302508,0.95,0.2,0.64,0.37,0.55,405
378606252,0.04,0,0.42,0.37,0.26,438
854088318,0.53,0.1,0.59,0.64,0.43,464
37744242,0.88,0.22,0.64,0.84,0.36,478
952461667,0.89,0.19,0.79,0.37,0.71,365
22843716,0.55,0.18,0.99,0.96,0.37,480
99307752,1,0.16,0.05,0.37,0.37,464
986474979,0.01,0.22,0.78,0.88,0,316
789248101,0.76,0.2,0.42,0.37,0.39,370
859195971,0.75,0.22,0.82,0.87,0.04,675
123847073,0.68,0.05,0.81,0.37,0.75,441
474721492,0.65,0.2,0.7,0.37,0.09,536
726835362,0.71,0.15,0.63,0.37,0.06,745
463127489,0.73,0.19,0.41,0.37,0.34,389
393509454,0.55,0.19,0.82,0.9,0.23,507
97684602,0.55,0.26,0.72,0.64,0.38,314
799263637,0.75,0.2,0.15,0.37,0.45,307
980165646,0.75,0.2,0.23,0.87,0.38,392
729180894,0.6,0.09,0.25,0.94,0.21,711
615738562,0.76,0.06,0.97,0.96,0.65,611
177503568,0.66,0.15,0.83,0.95,0.16,739
33789261,0.76,0.23,0.17,0.98,0.12,481
11175636,0.75,0.12,0.25,0.37,0.6,351
900542021,0.06,0.04,0.66,0.37,0.18,523
939412658,0.99,0.04,0.66,0.84,0.56,779
513599687,0.92,0.08,0.06,0.37,0.58,449
76371978,0.55,0.05,0.71,0.31,0.43,569
554629567,0.82,0.19,0.2,0.79,0.56,350
746252357,0.91,0.25,0.61,0.95,0.3,481
650607624,0.23,0.11,0.58,0.19,0.15,389
705534304,0.99,0.13,0.82,0.37,0.78,433
85240499,0.25,0.07,0.42,0.15,0.05,637
322991695,0.71,0.23,0.79,0.37,0.5,339
570909401,0.56,0.14,0.25,0.25,0.31,354
43398405,0.55,0.08,0.06,0.55,0.14,675
659630699,0.61,0.11,0.82,0.04,0.56,383
569672626,0.75,0.25,0.67,0.37,0.28,388
79807215,0.75,0.14,0.98,0.37,0.68,406
157421342,0.55,0.17,0.65,0.37,0.47,334
544153438,0.55,0.2,0.96,0.27,0.42,356
662307175,0.55,0.02,0.82,0.65,0.44,761
25558064,0.67,0.17,0.52,0.37,0.5,346
56196191,0.6,0.1,0.22,0.28,0.49,343
487438218,0.89,0.13,0.55,0.92,0.56,512
968152736,0.55,0.07,0.82,1,0.58,526
300776979,0.89,0.16,0.71,0.76,0.56,475
579715532,0.75,0.07,0.37,0.37,0.56,461
48901288,0.91,0.16,0.16,0.37,0.3,487
584783835,0.66,0.22,0.25,0.37,0.2,355
791953717,0.66,0.14,0.17,0.37,0.18,489
30750527,0.82,0.11,0.82,0.37,0.83,385
567751745,0.75,0.1,0.04,0.37,0.34,477
331271435,0.68,0.2,0.78,0.37,0.56,338
513837158,0.55,0.11,0.66,0.32,0.24,568
151799063,0.89,0.19,0.7,0.37,0.29,527
689337303,0.75,0.04,0.09,0.37,0.77,352
17408936,0.96,0.1,0.82,0.93,0.56,642
67678351,0.55,0.12,0.79,0.3,0.58,363
703669759,0.28,0.06,0.6,0.84,0.62,340
50141291,0.55,0.02,0.76,0.65,0.73,470
726066334,0.26,0.01,0.37,0.99,0.51,455
23422503,0.53,0.2,0.71,0.37,0.04,515
408692837,0.88,0.23,0.25,0.37,0.37,361
505701404,0.92,0.2,0.34,0.37,0.15,547
389837651,0.75,0.1,0.43,0.8,0.56,473
373341255,0.56,0.12,0.98,0.37,0.61,392
798108606,0.55,0.05,0.82,0.04,0.39,592
969545617,0.75,0.11,0.19,0.91,0.17,764
47946548,0.91,0.12,0.58,0.37,0.45,546
973092399,0.57,0.17,0.98,0.91,0.35,509
562525366,0.82,0.08,0.6,0.37,0.45,600
248388023,0.55,0.12,0.69,0.56,0.42,451
943174264,0.62,0.13,0.36,0.7,0.25,533
264123768,0.63,0.14,0.82,0.37,0.75,325
580079148,0.55,0.03,0.6,0.37,0.39,666
213500515,0.99,0.24,0.96,0.37,0.47,443
985859606,0.75,0.25,0.25,0.88,0.17,422
625031136,0.93,0.19,0.82,0.37,0.32,546
55511042,0.75,0.18,0.25,0.86,0.44,394
826455868,0.75,0.01,0.1,0.37,0.56,533
384716658,0.55,0.23,0.8,0.71,0.1,485
163435849,0.74,0.23,0.23,0.37,0.31,331
661579247,0.75,0.12,0.25,0.37,0.75,304
40824569,0.75,0.08,0.67,0.37,0.58,488
290514766,0.55,0.06,0.75,0.24,0.4,567
33669706,0.55,0.16,0.82,0.23,0.44,368
963303894,0.9,0.14,0.82,0.37,0.76,403
677951412,0.99,0.06,0.25,0.37,0.43,690
840050888,0.7,0.11,0.06,0.37,0.62,306
159221491,0.95,0.18,0.23,0.92,0.29,553
826396568,0.72,0.09,0.95,0.77,0.39,714
529765312,0.57,0.2,0.64,0.9,0.66,306
916371828,0.04,0.07,0.98,0.81,0.36,425
416348567,0.72,0.17,0.82,0.37,0.36,474
974057116,0.63,0.04,0.2,0.76,0.56,480
975871615,0.89,0.08,0.15,0.93,0.77,423
678300213,0.92,0.16,0.82,0.37,1,326
125947924,0.73,0.2,0.23,0.37,0.3,363
519854318,0.55,0.1,0.22,0.63,0.26,515
84912912,0.24,0.18,0.98,0.99,0.14,485
877036538,0.53,0.17,0.23,0.63,0.11,458
90062121,0.55,0.08,0.58,0.73,0.75,356
43075576,0.75,0.2,0.2,0.76,0.11,519
735487801,0.6,0.26,0.96,0.13,0.01,465
960173662,0.64,0.15,0.82,0.37,0.25,549
424600505,0.75,0.18,0.25,0.37,0.14,496
651669815,0.55,0.16,0.55,0.88,0.3,465
945576423,0.92,0.05,0.34,0.88,0.7,542
219438492,0.55,0.11,0.69,0.94,0.72,371
32591696,0.59,0.01,0.36,0.01,0.62,402
802023789,0.95,0.11,0.36,0.37,0.48,523
937272481,0.75,0.11,0.82,0.37,0.45,542
843364233,0.65,0.03,0.61,0.37,0.62,501
13794624,0.91,0.18,0.69,0.37,0.32,534
283158788,0.88,0.16,0.56,0.37,0.68,370
74131364,0.55,0.14,0.82,0.37,0.56,360
496787532,0.55,0.2,0.7,0.03,0.06,455
655740911,0.75,0.23,0.1,0.37,0.36,300
869240918,0.05,0.07,0.42,0.93,0.19,434
759320346,0.53,0.1,0.81,0.88,0.26,707
96777007,0.76,0.25,0.83,0.94,0.62,354
633633507,0.75,0.23,0.37,0.37,0.49,301
61935535,0.65,0.24,0.99,1,0.36,441
965952647,0.82,0.02,0.35,0.84,0.6,642
496843013,0.93,0.18,0.17,0.93,0.22,584
130992731,0.62,0.13,0.54,0.91,0.66,370
278304708,0.68,0.26,0.5,0.37,0.12,389
711870848,0.75,0.18,0.05,0.37,0.4,327
313426412,0.55,0.01,0.82,0.79,0.62,607
971420853,0.57,0.02,0.57,0.2,0.53,517
719625841,0.75,0.05,0.17,0.37,0.27,774
710966012,0.75,0.22,0.77,0.37,0.65,317
264156617,0.68,0.09,0.82,0.37,0.36,632
86625007,0.96,0.17,0.83,0.37,0.61,444
800647054,0.61,0.15,0.75,0.6,0.27,536
472818204,0.32,0.15,0.09,0.79,0.18,325
180100755,0.28,0.18,0.54,0.89,0.04,462
377810048,0.2,0.26,0.8,0.9,0.09,322
390432174,0.97,0.23,0.04,0.37,0.56,306
408807853,0.75,0.25,0.15,0.37,0.13,366
445717675,0.7,0.14,0.25,0.37,0.24,484
450599632,0.72,0.07,0.64,0.37,0.56,500
651398,0.75,0.23,0.52,0.37,0.07,497
975278331,0.75,0.2,0.2,0.85,0.45,360
112287872,0.56,0.15,0.05,0.7,0.39,326
451422526,0.55,0,0.41,0.96,0.85,412
652624212,0.64,0.04,0.72,0.88,0.63,560
850178034,0.66,0.25,0.81,0.37,0.3,371
641721135,0.63,0.15,0.6,0.05,0.12,554
339300112,0.91,0.1,0.4,0.94,0.8,430
966002918,0.75,0.04,0.75,0.76,0.66,578
702127622,0.75,0.22,0.82,0.37,0.28,449
235669948,0.29,0.06,0.59,0.94,0.36,526
890563372,0.55,0.05,0.58,0.62,0.62,444
864042381,0.57,0.02,0.77,0.84,0.87,429
308079352,0.57,0.24,0.7,0.87,0.28,392
581251796,0.55,0.18,0.82,0.24,0.05,575
762680486,0.66,0.15,0.41,0.81,0.67,333
779150096,0.75,0.18,0.25,0.37,0.56,306
691404629,0.95,0.06,0.04,0.37,0.58,494
748739501,0.9,0.04,0.65,0.37,0.49,737
402559727,0.73,0.2,0.8,0.37,0.02,665
81241924,0.65,0.14,0.65,0.37,0.3,503
494572197,0.26,0.14,0.82,0.37,0.12,465
322408824,0.55,0.14,0.67,0.88,0.52,405
889498935,0.95,0.17,0.61,0.37,0.14,709
492827266,0.9,0.16,0.11,0.37,0.55,358
844322101,0.74,0.06,0.25,0.37,0.26,758
15408588,0.7,0.15,0.52,0.37,0.19,563
507680181,0.23,0.15,0.95,0.63,0.01,622
832110716,0.61,0.01,0.98,0.37,0.62,612
153007252,0.63,0.24,0.82,0.99,0.25,456
546421417,0.75,0.15,0,0.94,0.74,300
978819814,0.88,0.12,0.63,0.93,0.32,729
336608711,0.55,0.12,0.25,0.37,0.45,330
148983587,0.55,0.2,0.58,0.06,0.03,453
921705969,0.55,0.01,0.82,0.98,0.85,470
412598638,0.55,0.25,0.54,0.76,0.37,312
620281138,1,0.25,0.78,0.96,0.73,380
147716813,0.7,0.08,0.82,0.37,0.58,494
632410415,0.75,0.16,0.45,0.37,0.28,483
704684778,0.55,0.16,0.82,0.37,0.05,665
811829556,0.25,0.25,0.74,0.64,0.03,337
664747485,0.75,0.12,0.97,0.37,0.48,530
94187042,0.82,0.04,0.16,0.37,0.61,477
179610265,0.76,0.17,0.8,0.37,0.22,579
46582096,0.75,0.14,0.02,0.9,0.3,494
16133832,0.07,0.05,0.72,0.37,0.08,737
659913615,0.9,0.19,0.25,0.37,0.11,573
432731627,0.28,0.1,0.72,0.75,0.27,493
25870954,0.75,0.18,0.23,0.37,0.35,375
843990552,0.55,0.15,0.98,0.01,0.2,524
909194733,0.67,0.11,0.81,0.8,0.55,495
22477832,0.99,0.13,0.25,0.37,0.66,401
8400408,0.59,0.17,0.62,0.37,0.29,421
855651366,0.95,0.2,0.71,0.37,0.48,441
88973183,0.76,0.17,0.6,0.8,0.37,495
528549759,0.75,0.19,0.62,0.37,0.25,479
494147889,0.55,0.04,0.44,0.32,0.48,484
25159494,0.89,0.03,0.75,0.79,0.64,689
874137889,0.55,0.19,0.99,0.37,0.16,518
15140497,0.55,0.23,0.8,0.58,0.24,398
964897343,0.72,0.16,0.23,0.37,0.6,300
532123991,0.75,0.23,0.8,0.37,0.31,420
487373522,0.96,0.16,0.13,0.79,0.6,402
752010495,0.55,0.22,0.82,0.37,0.36,346
459938846,0.82,0.15,0.66,0.37,0.77,347
492701564,0.55,0.06,0.25,0.02,0.55,318
229385667,0.55,0.18,0.73,0.12,0.22,413
644090615,0.91,0.11,0.48,0.93,0.7,469
899021079,0.6,0.03,0.44,0.95,0.53,598
379632121,0.96,0.15,0.82,0.37,0.23,729
574070904,0.61,0.07,0.78,0.06,0.46,502
970775569,0.02,0.08,0.82,0.55,0.31,336
496528013,0.55,0.13,0.82,0.78,0.17,703
121632059,0.97,0.26,0.99,0.75,0.56,420
2330035,1,0.19,0.25,0.37,0.19,559
130524348,0.75,0.21,0.41,0.37,0.21,430
882687863,0.75,0.03,0.42,0.37,0.62,511
71955291,0.93,0.22,0.75,0.37,0.5,409
259214715,0.58,0.16,0.59,0.1,0.35,363
422375051,0.67,0.07,0.08,0.85,0.37,572
78416026,0.72,0.17,0.78,0.37,0.09,677
268976056,0.75,0.18,0.19,0.81,0.56,338
546338914,0.89,0.12,0.14,0.37,0.47,445
517555339,0.61,0.1,0.97,0.37,0.71,392
685886489,0.55,0.15,0.68,0.73,0.63,340
32471464,0.89,0.13,0.75,0.87,0.41,639
93399104,0.71,0.06,0.82,0.37,0.42,681
8748304,0.88,0.55,0.82,0.88,0.02,311
145260181,0.55,0.1,0.42,0.79,0.26,597
139735042,0.73,0.19,0.23,0.89,0.24,468
886750099,0.55,0.15,0.76,0.02,0.26,435
114707033,0.75,0.19,0.82,0.37,0.69,335
404824907,0.75,0.06,0.82,0.37,0.74,459
88841261,0.65,0.07,0.44,0.37,0.62,398
675947984,0.55,0.1,0.65,0.37,0.24,606
766154937,0.1,0.02,0.07,0.89,0.31,364
4967743,0.23,0.11,0.82,0.88,0.56,328
206437193,0.68,0.24,0.96,0.9,0.61,355
787102684,0.75,0.1,0.6,0.37,0.98,304
476200813,0.66,0.23,0.82,0.37,0.56,313
357852267,0.55,0.14,0.58,0.29,0.12,571
545096638,0.55,0.15,0.82,0.55,0.13,639
801588211,0.58,0.11,0.25,0.2,0.33,395
459467411,0.55,0.17,0.82,0.24,0.17,499
831360608,0.75,0.07,0.52,0.37,0.7,415
745657756,0.71,0.06,0.38,0.37,0.56,463
265923733,0.73,0.11,0.39,0.37,0.68,348
747608631,0.57,0.04,0.42,0.82,0.56,507
167339304,0.64,0.06,0.64,0.37,0.71,401
198832421,0.75,0.1,0.82,0.37,0.46,556
918235945,0.75,0.21,0.34,0.37,0.22,412
323504758,0.56,0.26,0.45,0.73,0.22,337
154382786,0.53,0.08,0.82,0.97,0.82,383
73462028,0.55,0.2,0.79,0.91,0.27,462
380861694,0.93,0.11,0.65,0.37,0.56,517
911210681,0.75,0.14,0.15,0.89,0.75,320
21469932,0.67,0.03,0.82,0.37,0.58,589
788784987,0.63,0.15,0.83,0.58,0.56,399
273273917,0.23,0.07,0.25,0.85,0.21,483
901650456,0.08,0.05,0.35,0.6,0.14,484
504730073,0.9,0.12,0.25,0.98,0.48,536
705799693,0.57,0.24,0.95,0.56,0.08,498
858637697,0.75,0.17,0.72,0.37,0.4,448
78939173,0.82,0.09,0.72,0.37,0.56,520
339635163,0.1,0.07,0.82,0.37,0.09,650
97813672,0.9,0.13,0.41,0.37,0.56,435
18482992,0.96,0.18,0.25,0.81,0.19,623
232045818,0.75,0.16,0.48,0.37,0.36,442
134188497,0.55,0.06,0.5,0.29,0.65,357
588920862,0.75,0.1,0.25,0.81,0.6,423
956180765,0.62,0.24,0.82,0.72,0.37,378
241110025,0.55,0.14,0.23,0.37,0.31,362
694687259,0.72,0.26,0.62,0.97,0.43,365
145676125,0.32,0.06,0.99,0.96,0.37,648
59188118,0.55,0.25,0.42,0.87,0.19,364
991784431,0.69,0.03,0.13,0.37,0.71,373
199127565,0.92,0.03,0.82,0.37,0.8,542
70582033,0.62,0.26,0.82,0.91,0.17,454
660063454,0.95,0.24,0.55,0.37,0.13,532
926152738,0.75,0.04,0.03,0.37,0.28,760
728481311,0.24,0.08,0.78,0.37,0.17,580
306015463,0.22,0.19,0.42,0.98,0.02,403
978361272,0.55,0.15,0.6,0.16,0.42,343
43095604,0.82,0.07,0.44,0.37,0.57,500
687997809,0.55,0.02,0.58,0.63,0.43,699
20682184,0.69,0.11,0.8,0.75,0.22,794
199889829,0.55,0.2,0.82,0.83,0.1,569
77389004,0.75,0.08,0.7,0.8,0.7,476
695709351,0.63,0.23,0.82,0.75,0.46,364
858798304,0.91,0.17,0.49,0.37,0.4,471
662814476,0.76,0.18,0.56,0.9,0.4,468
342540433,0.75,0.11,0.82,0.96,0.84,412
252529673,0.07,0.11,0.99,0.33,0.27,343
451477737,0.53,0.01,0.82,0.75,0.99,377
703012011,0.55,0.18,0.8,0.64,0.71,301
71411749,0.69,0.05,0.68,0.78,0.61,555
218238721,0.92,0.01,0.64,0.37,0.63,689
424404543,0.75,0.03,0.82,0.37,0.59,621
882042711,0.6,0.09,0.36,0.17,0.3,493
335489544,0.97,0.06,0.25,0.76,0.59,588
991828809,0.61,0.14,0.74,0.01,0.06,678
405380155,0.96,0.18,0.02,0.37,0.11,578
103280052,0.74,0.26,0.82,0.37,0.06,499
946170512,0.75,0.25,0.2,0.37,0.34,302
888366648,0.62,0.02,0.96,0.14,0.56,605
334221278,0.32,0.09,0.25,0.76,0.12,578
726102728,1,0.5,0.52,0.37,0.01,308
180454831,0.95,0.12,0.4,0.37,0.52,488
842370328,0.71,0.14,0.83,0.84,0.55,471
803379804,0.7,0.2,0.46,0.37,0.14,474
696472909,0.71,0.1,0.82,0.37,0.36,619
496166029,0.72,0.11,0.46,0.37,0.56,402
912880797,0.88,0.23,0.78,0.98,0.56,418
993457354,0.92,0.09,0.1,0.97,0.68,457
440178886,0.55,0.13,0.6,0.37,0.63,313
814782724,0.55,0.26,0.77,0.37,0.32,314
90308307,0.27,0.14,0.78,0.67,0.43,328
452515975,0.26,0.14,0.82,0.99,0.5,340
970263261,0.96,0.09,0.79,0.37,0.43,702
82366997,0.1,0.09,0.82,0.37,0.14,476
753416379,0.75,0.23,0.82,0.37,0.1,535
805678149,0.75,0.03,0.82,0.37,0.44,797
514518319,0.55,0.2,0.43,0.14,0.19,343
867220264,0.91,0.24,0.82,0.37,0.07,606
48987582,0.56,0.13,0.68,0.65,0.16,660
960300447,0.75,0.24,0.82,0.37,0.13,497
479856663,0.75,0.03,0.98,0.37,0.98,417
335595724,0.22,0.17,0.2,0.97,0.12,324
103575635,0.21,0.23,0.96,0.83,0.07,395
38378298,0.75,0.17,0.82,0.37,0.78,328
562734386,0.73,0.23,0.82,0.37,0.56,332
333548951,0.63,0.06,0.82,0.01,0.28,749
714945344,0.55,0.12,0.54,0.71,0.48,410
807052953,0.75,0.15,0.67,0.37,0.56,396
352825968,0.95,0.01,0.59,0.37,0.95,467
48013022,0.55,0.26,0.25,0.81,0.17,327
148564904,0.55,0.05,0.49,0.69,0.48,532
986082875,0.75,0.09,0.82,0.37,0.53,528
471824363,0.58,0.18,0.25,0.21,0.31,308
963778793,0.65,0.16,0.82,0.37,0.3,497
384474519,0.66,0.11,0.57,0.37,0.58,388
713925075,0.75,0.22,0.61,0.37,0.13,495
25861997,0.9,0.22,0.15,0.87,0.3,442
335923578,0.75,0.06,0.82,0.91,0.56,644
950710994,0.97,0.03,0.02,0.37,0.45,703
224105797,0.64,0.11,0.12,0.37,0.42,372
28936816,0.55,0.01,0.82,1,0.62,639
533397499,0.75,0.2,0.8,0.37,0.04,655
7070452,0.75,0.12,0.34,0.37,0.32,515
879886224,0.96,0.07,0.82,0.37,0.56,644
739903015,0.75,0.07,0.54,0.37,0.28,777
430564167,0.55,0.11,0.04,0.88,0.52,337
880833031,0.75,0.15,0.15,0.37,0.18,511
6598737,0.75,0.12,0.25,0.97,0.78,348
68262701,0.75,0.24,0.09,0.37,0.23,329
120975497,0.33,0.2,0.5,0.87,0.03,440
89890916,0.68,0.17,0.41,0.37,0.21,467
30050427,0.55,0.18,0.25,0.64,0.2,397
501177429,0.55,0.12,0.25,0.55,0.08,648
745637457,0.53,0.02,0.99,0.69,0.53,684
147356341,0.75,0.14,0.51,0.37,0.23,578
822680407,0.75,0.03,0.69,0.37,0.56,620
903477141,0.55,0.1,0.67,0.92,0.6,428
819873433,0.75,0.17,0.52,0.89,0.43,457
21474603,0.99,0.23,0.15,0.37,0.08,527
965359717,0.59,0.01,0.25,0.62,0.62,471
822495198,0.97,0.21,0.99,0.37,0.32,553
53526589,0.57,0.11,0.77,0.84,0.34,596
88487275,0.88,0.2,0.82,0.37,0.71,357
474229319,0.55,0.08,0.43,0.62,0.32,570
507989556,0.32,0.03,0.58,0.59,0.59,379
589314496,0.82,0.18,0.25,0.99,0.29,510
243413533,0.71,0.04,0.63,0.37,0.53,585
568456408,0.89,0.03,0.13,0.37,0.62,518
210938438,0.55,0.18,0.98,0.71,0.79,309
975083362,0.55,0.04,0.82,0.79,0.39,774
98967169,0.55,0.11,0.7,0.62,0.71,346
962624799,0.33,0.22,0.97,0.37,0.04,426
42021971,0.82,0.12,0.19,0.8,0.56,430
616932834,0.75,0.24,0.36,0.88,0.04,532
567160054,0.6,0.16,0.82,0.92,0.15,675
40705498,0.55,0.12,0.49,0.37,0.25,497
406357144,0.63,0.14,0.82,0.74,0.52,444
899913693,0.67,0.13,0.7,0.99,0.43,535
9422164,0.99,0.01,0.25,0.37,0.69,585
342524397,0.55,0.22,0.82,0.98,0.42,383
956015731,0.97,0.1,0.58,0.37,0.33,736
761471993,0.97,0.05,0.15,0.37,0.49,623
58005119,0.56,0.11,0.02,0.37,0.08,576
11198905,0.55,0.04,0.7,0.72,0.4,711
463832368,0.88,0.21,0.49,0.37,0.12,558
958593091,0.71,0.1,0.4,0.9,0.63,428
552829272,0.75,0.24,0.08,0.37,0.2,339
871618744,0.59,0.17,0.82,0.82,0.06,722
49964661,0.9,0.13,0.66,0.89,0.68,470
556231837,0.99,0.18,0.09,0.89,0.6,394
652045686,0.69,0.14,0.82,0.91,0.36,584
7655557,0.93,0.22,0.47,0.37,0.38,416
887600745,0.99,0.23,0.83,0.89,0.96,339
484972867,0.82,0.06,0.58,0.37,0.63,507
916101107,0.75,0.15,0.55,0.37,0.34,484
513941047,0.88,0.2,0.82,0.95,0.48,487
918371181,0.55,0.13,0.82,0.58,0.47,434
316116694,0.95,0,0.1,0.37,0.8,481
948984462,0.66,0.17,0.61,0.37,0.26,467
344793064,0.55,0.15,0.52,0.32,0.21,458
781084628,0.91,0.13,0.25,0.37,0.29,578
774792837,0.75,0.26,0.42,0.37,0.15,390
419552374,0.55,0.17,0.54,0.37,0.36,357
21613135,0.62,0.02,0.77,0.65,0.5,710
79154823,0.71,0.06,0.48,0.37,0.51,518
66577768,0.75,0.21,0.73,0.37,0.36,413
426149313,0.32,0.02,0.82,0.27,0.45,514
92784919,0.75,0.09,0.25,0.37,0.4,503
222018825,0.92,0.2,0.6,0.81,0.35,519
162412068,0.74,0.08,0.72,0.37,0.37,662
41238872,0.95,0.16,0.25,0.37,0.46,433
881304269,0.55,0.06,0.17,0.84,0.37,549
314312948,0.63,0.18,0.08,0.69,0.06,503
692914799,0.24,0.08,0.82,0.96,0.23,645
859314273,0.74,0.13,0.75,0.37,0.2,692
238332199,0.55,0.17,0.66,0.37,0.29,411
398191456,0.63,0.25,0.76,0.31,0.46,302
138382504,0.75,0.14,0.82,0.37,0.26,621
333989418,0.66,0.08,0.19,0.37,0.5,401
585734572,0.97,0.21,0.83,0.37,0.5,443
15651171,0.53,0.26,0.82,0.86,0.31,363
241594185,0.75,0.23,0.99,0.97,0.56,406
299374672,0.73,0.07,0.39,0.37,0.56,456
39160389,0.21,0.05,0.25,0.37,0.25,370
28252107,0.75,0.06,0.06,0.37,0.23,752
81996947,0.74,0.21,0.5,0.37,0.27,412
193355591,0.95,0.2,0.99,1,0.68,454
383649536,0.6,0.01,0.82,0.04,0.47,674
564753327,0.7,0.13,0.34,0.37,0.2,564
663109047,0.1,0.05,0.83,0.68,0.51,345
